HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.lesson_plan_title,Input.lesson_plan_key_concepts,Input.url,Answer.category.label,Approve,Reject
3WJGKMRWWLHVF7C50TTLM6FA3ZNDCE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3HQUKB7LNJM6VEQHYKVED1NC6K3HH0,A1GKEEI844CEKI,Submitted,Tue Oct 08 16:56:42 PDT 2019,Tue Oct 08 16:58:32 PDT 2019,Fri Oct 11 16:58:32 PDT 2019,,,,110,100% (4/4),100% (4/4),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://jeremykun.com/2013/01/22/depth-and-breadth-first-search/,Applications of key-concept(s),,
3WJGKMRWWLHVF7C50TTLM6FA3ZNDCE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3HYA4D452VRI2SWTK947NC5X1MAF2K,A1J1QKIGHFLF4M,Submitted,Tue Oct 08 17:18:47 PDT 2019,Tue Oct 08 17:19:50 PDT 2019,Fri Oct 11 17:19:50 PDT 2019,,,,63,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://jeremykun.com/2013/01/22/depth-and-breadth-first-search/,Applications of key-concept(s),,
3WJGKMRWWLHVF7C50TTLM6FA3ZNDCE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3OF2M9AATKWJOPRJAR4IQ079URNKZW,A2CK0OXMPOR9LE,Submitted,Tue Oct 08 16:52:10 PDT 2019,Tue Oct 08 16:53:17 PDT 2019,Fri Oct 11 16:53:17 PDT 2019,,,,67,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://jeremykun.com/2013/01/22/depth-and-breadth-first-search/,Explains key-concept(s),,
3WJGKMRWWLHVF7C50TTLM6FA3ZNDCE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3QJOXOW4XNZG3I0QZG3LK3YVVQCME0,A1L8RL58MYU4NC,Submitted,Tue Oct 08 17:15:19 PDT 2019,Tue Oct 08 17:15:56 PDT 2019,Fri Oct 11 17:15:56 PDT 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://jeremykun.com/2013/01/22/depth-and-breadth-first-search/,Explains key-concept(s),,
3WJGKMRWWLHVF7C50TTLM6FA3ZNDCE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3R6BYFZZPBKJ38ZQ8YP0D2ZTEWSXFW,AJ60KRY0FTB1F,Submitted,Tue Oct 08 19:41:03 PDT 2019,Tue Oct 08 19:41:39 PDT 2019,Fri Oct 11 19:41:39 PDT 2019,,,,36,100% (7/7),100% (7/7),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://jeremykun.com/2013/01/22/depth-and-breadth-first-search/,Explains key-concept(s),,
30Z7M1Q8V1SV5XJGZ7MEUJBLS558A1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,35BLDD71IA5X40LV9VIPS9IQAPUZVX,A1GKEEI844CEKI,Submitted,Tue Oct 08 16:56:39 PDT 2019,Tue Oct 08 16:57:50 PDT 2019,Fri Oct 11 16:57:50 PDT 2019,,,,71,100% (4/4),100% (4/4),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://www.ics.uci.edu/~eppstein/161/960215.html,Applications of key-concept(s),,
30Z7M1Q8V1SV5XJGZ7MEUJBLS558A1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,36PW28KO434F1HR12DDGBC3V19NEA8,A1NH9LK567B862,Submitted,Tue Oct 08 17:15:40 PDT 2019,Tue Oct 08 17:16:13 PDT 2019,Fri Oct 11 17:16:13 PDT 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://www.ics.uci.edu/~eppstein/161/960215.html,Explains key-concept(s),,
30Z7M1Q8V1SV5XJGZ7MEUJBLS558A1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3A7Y0R2P2SWZ8ALMROGLS0RL72RJX1,AKSJ3C5O3V9RB,Submitted,Tue Oct 08 17:04:25 PDT 2019,Tue Oct 08 17:04:40 PDT 2019,Fri Oct 11 17:04:40 PDT 2019,,,,15,100% (9/9),100% (9/9),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://www.ics.uci.edu/~eppstein/161/960215.html,Explains key-concept(s),,
30Z7M1Q8V1SV5XJGZ7MEUJBLS558A1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3X73LLYYQ5MY5ACS1IQRILK8SWCHN9,A2CK0OXMPOR9LE,Submitted,Tue Oct 08 16:56:52 PDT 2019,Tue Oct 08 16:57:29 PDT 2019,Fri Oct 11 16:57:29 PDT 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://www.ics.uci.edu/~eppstein/161/960215.html,Explains key-concept(s),,
30Z7M1Q8V1SV5XJGZ7MEUJBLS558A1,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3X73LLYYQ5MY5ACS1IQRILK8SXVHNU,AJ60KRY0FTB1F,Submitted,Tue Oct 08 19:39:31 PDT 2019,Tue Oct 08 19:40:22 PDT 2019,Fri Oct 11 19:40:22 PDT 2019,,,,51,100% (7/7),100% (7/7),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://www.ics.uci.edu/~eppstein/161/960215.html,Applications of key-concept(s),,
3L1EFR8WXWDQFTJYFFEK8GHN9R0F9A,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,37WLF8U1WTYH0F788M77T2EEPNRK66,AKSJ3C5O3V9RB,Submitted,Tue Oct 08 16:56:37 PDT 2019,Tue Oct 08 16:56:49 PDT 2019,Fri Oct 11 16:56:49 PDT 2019,,,,12,100% (9/9),100% (9/9),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://stackoverflow.com/questions/tagged/depth-first-search+data-structures,Related to key-concept(s),,
3L1EFR8WXWDQFTJYFFEK8GHN9R0F9A,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,39DD6S19JTJG2PZ9E5TFS5U4AUTEZ8,A1GKEEI844CEKI,Submitted,Tue Oct 08 17:04:54 PDT 2019,Tue Oct 08 17:05:23 PDT 2019,Fri Oct 11 17:05:23 PDT 2019,,,,29,100% (4/4),100% (4/4),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://stackoverflow.com/questions/tagged/depth-first-search+data-structures,Unrelated to the lesson plan,,
3L1EFR8WXWDQFTJYFFEK8GHN9R0F9A,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3JRJSWSMQLTFHWSGTYY6O4PPVZTE3A,A2CK0OXMPOR9LE,Submitted,Tue Oct 08 16:55:26 PDT 2019,Tue Oct 08 16:56:19 PDT 2019,Fri Oct 11 16:56:19 PDT 2019,,,,53,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://stackoverflow.com/questions/tagged/depth-first-search+data-structures,Unrelated to the lesson plan,,
3L1EFR8WXWDQFTJYFFEK8GHN9R0F9A,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3OONKJ5DKGR6WI9I25G8BZHFNUVBON,AJ60KRY0FTB1F,Submitted,Tue Oct 08 19:38:49 PDT 2019,Tue Oct 08 19:39:16 PDT 2019,Fri Oct 11 19:39:16 PDT 2019,,,,27,100% (7/7),100% (7/7),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://stackoverflow.com/questions/tagged/depth-first-search+data-structures,Schedule for the lesson plan,,
3L1EFR8WXWDQFTJYFFEK8GHN9R0F9A,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3YMTUJH0DWO2OBTHJ7SKXVHWC9DT41,A1L8RL58MYU4NC,Submitted,Tue Oct 08 17:10:49 PDT 2019,Tue Oct 08 17:11:38 PDT 2019,Fri Oct 11 17:11:38 PDT 2019,,,,49,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://stackoverflow.com/questions/tagged/depth-first-search+data-structures,Schedule for the lesson plan,,
3L4YG5VWAQ05KZIJ0POW6CXSOZZDDE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,30LB5CDZNGIHBZKF6YU07GS0GTK0Z9,A1GKEEI844CEKI,Submitted,Tue Oct 08 17:12:06 PDT 2019,Tue Oct 08 17:12:48 PDT 2019,Fri Oct 11 17:12:48 PDT 2019,,,,42,100% (4/4),100% (4/4),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://en.wikipedia.org/wiki/Depth-first_search,Applications of key-concept(s),,
3L4YG5VWAQ05KZIJ0POW6CXSOZZDDE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,386PBUZZXJ548G4XD5DXH6WY0TFLJF,AKSJ3C5O3V9RB,Submitted,Tue Oct 08 16:53:36 PDT 2019,Tue Oct 08 16:54:12 PDT 2019,Fri Oct 11 16:54:12 PDT 2019,,,,36,100% (9/9),100% (9/9),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://en.wikipedia.org/wiki/Depth-first_search,Summary of key-concept(s),,
3L4YG5VWAQ05KZIJ0POW6CXSOZZDDE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3FPRZHYEP2FWJ7E2OONGO8DBVUWV3X,A35T6IAX6MHNHC,Submitted,Tue Oct 08 16:58:06 PDT 2019,Tue Oct 08 16:58:22 PDT 2019,Fri Oct 11 16:58:22 PDT 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://en.wikipedia.org/wiki/Depth-first_search,Summary of key-concept(s),,
3L4YG5VWAQ05KZIJ0POW6CXSOZZDDE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3S4AW7T80FQE5YLCAYQTB47FIXBL4C,A2WGW5Y3ZFBDEC,Submitted,Tue Oct 08 19:49:49 PDT 2019,Tue Oct 08 19:51:01 PDT 2019,Fri Oct 11 19:51:01 PDT 2019,,,,72,100% (1/1),100% (1/1),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://en.wikipedia.org/wiki/Depth-first_search,Related to key-concept(s),,
3L4YG5VWAQ05KZIJ0POW6CXSOZZDDE,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3WLEIWSYHSP2GONZFZS7QXHAH1LH2I,A2CK0OXMPOR9LE,Submitted,Tue Oct 08 16:55:57 PDT 2019,Tue Oct 08 16:56:52 PDT 2019,Fri Oct 11 16:56:52 PDT 2019,,,,55,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://en.wikipedia.org/wiki/Depth-first_search,Unrelated to the lesson plan,,
3N2YPY1GJ96W6MW5N5ZAIGLKOI3VEN,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,30OG32W0SYJML0LQBHILXINV0GJNEY,A2CK0OXMPOR9LE,Submitted,Tue Oct 08 16:51:35 PDT 2019,Tue Oct 08 16:52:09 PDT 2019,Fri Oct 11 16:52:09 PDT 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://algs4.cs.princeton.edu/41graph,Summary of key-concept(s),,
3N2YPY1GJ96W6MW5N5ZAIGLKOI3VEN,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,378XPAWRUGLRHMTNYW37WR1NT2UAID,A1NH9LK567B862,Submitted,Tue Oct 08 17:15:23 PDT 2019,Tue Oct 08 17:15:39 PDT 2019,Fri Oct 11 17:15:39 PDT 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://algs4.cs.princeton.edu/41graph,Explains key-concept(s),,
3N2YPY1GJ96W6MW5N5ZAIGLKOI3VEN,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,39KFRKBFIR329Q2TCXUSJAFG82WYO6,A2CKYCHQGXUI10,Submitted,Tue Oct 08 17:20:49 PDT 2019,Tue Oct 08 17:21:06 PDT 2019,Fri Oct 11 17:21:06 PDT 2019,,,,17,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://algs4.cs.princeton.edu/41graph,Summary of key-concept(s),,
3N2YPY1GJ96W6MW5N5ZAIGLKOI3VEN,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Tue Oct 08 16:49:45 PDT 2019,6,BatchId:3794059;OriginalHitTemplateId:928390929;,120,259200,Tue Oct 15 16:49:45 PDT 2019,,,3QEMNNSB217SQ9F3ZFQCV3JK0PGD7N,AJ60KRY0FTB1F,Submitted,Tue Oct 08 17:20:33 PDT 2019,Tue Oct 08 17:21:05 PDT 2019,Fri Oct 11 17:21:05 PDT 2019,,,,32,100% (7/7),100% (7/7),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://algs4.cs.princeton.edu/41graph,Schedule for the lesson plan,,
