HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.lesson_plan_title,Input.lesson_plan_key_concepts,Input.url,Answer.category.label,Approve,Reject
378G7J1SKO69LBWADF464I4YVDTWEU,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,33CKWXB73NSKNSKPU6P8TRRY6GY11R,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 16:40:18 PDT 2019,Sun Sep 29 16:40:55 PDT 2019,Wed Oct 02 16:40:55 PDT 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://www.r-bloggers.com/how-to-perform-a-logistic-regression-in-r/,Explains key-concept(s),,
378G7J1SKO69LBWADF464I4YVDTWEU,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,354P56DE9OBYSYYLW5L1Q25KZ2I7SL,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:34:12 PDT 2019,Sun Sep 29 17:34:23 PDT 2019,Wed Oct 02 17:34:23 PDT 2019,,,,11,0% (0/0),0% (0/0),0% (0/0),Logistic Regression,Logistic Regression,https://www.r-bloggers.com/how-to-perform-a-logistic-regression-in-r/,Applications of key-concept(s),,
37VUR2VJ7DX1NCWTK09QL4E1EO81C8,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,33L7PJKHCK637CGJVAIXE7X1C5UT8B,A291KO368YRYCR,Submitted,Sun Sep 29 16:40:02 PDT 2019,Sun Sep 29 16:40:30 PDT 2019,Wed Oct 02 16:40:30 PDT 2019,,,,28,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",https://en.wikipedia.org/wiki/Cluster_(statistics),Explains key-concept(s),,
37VUR2VJ7DX1NCWTK09QL4E1EO81C8,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3PMBY0YE2BBMZ0XIEGTLPTS88P99CU,A1PUHCEBSOWETV,Submitted,Sun Sep 29 16:19:05 PDT 2019,Sun Sep 29 16:19:46 PDT 2019,Wed Oct 02 16:19:46 PDT 2019,,,,41,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",https://en.wikipedia.org/wiki/Cluster_(statistics),Schedule for the lesson plan,,
382GHPVPIVZU2BXTEPHRQZHAKV543Q,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,35DR22AR5HSONWJXO3OYCTAW9FQX36,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 16:41:45 PDT 2019,Sun Sep 29 16:42:14 PDT 2019,Wed Oct 02 16:42:14 PDT 2019,,,,29,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",http://web.stanford.edu/~ouster/cgi-bin/cs140-spring14/index.php,Summary of key-concept(s),,
382GHPVPIVZU2BXTEPHRQZHAKV543Q,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:50 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:50 PDT 2019,,,3634BBTX0S2MDDAV9CPZASCEOSVIF4,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:07:10 PDT 2019,Sun Sep 29 17:07:57 PDT 2019,Wed Oct 02 17:07:57 PDT 2019,,,,47,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",http://web.stanford.edu/~ouster/cgi-bin/cs140-spring14/index.php,Schedule for the lesson plan,,
3APP19WN84M9BADVSSHQ6RQXKRG6GL,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3TXD01ZLD8PHOO86JCIU2R3YTX24U3,A1PUHCEBSOWETV,Submitted,Sun Sep 29 16:20:25 PDT 2019,Sun Sep 29 16:20:51 PDT 2019,Wed Oct 02 16:20:51 PDT 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://stackoverflow.com/questions/tagged/depth-first-search?page=2&sort=newest,Explains key-concept(s),,
3APP19WN84M9BADVSSHQ6RQXKRG6GL,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3UJ1CZ6IZLXJ5UK28C64SIRO8WIS5M,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:04:42 PDT 2019,Sun Sep 29 17:05:39 PDT 2019,Wed Oct 02 17:05:39 PDT 2019,,,,57,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://stackoverflow.com/questions/tagged/depth-first-search?page=2&sort=newest,Related to key-concept(s),,
3BC9H1KCZXK7RGD1DGG0BLWEDPYYWB,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3JV9LGBJWXM2NZHTIR8MCA8C1GSOG2,AJ60KRY0FTB1F,Submitted,Sun Sep 29 16:53:28 PDT 2019,Sun Sep 29 16:55:06 PDT 2019,Wed Oct 02 16:55:06 PDT 2019,,,,98,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://en.wikipedia.org/wiki/Memory_management_(operating_systems),Summary of key-concept(s),,
3BC9H1KCZXK7RGD1DGG0BLWEDPYYWB,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3Z4AIRP3CALSDT5I1ZAFO0VZBVG1XM,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:03:04 PDT 2019,Sun Sep 29 17:03:40 PDT 2019,Wed Oct 02 17:03:40 PDT 2019,,,,36,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://en.wikipedia.org/wiki/Memory_management_(operating_systems),Explains key-concept(s),,
3BCRDCM0PG2EDW9EIJ254JIQR8X6KO,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3C5W7UE9CJYP9IR7ULTD8SJ2964MX8,A1PUHCEBSOWETV,Submitted,Sun Sep 29 16:20:16 PDT 2019,Sun Sep 29 16:20:39 PDT 2019,Wed Oct 02 16:20:39 PDT 2019,,,,23,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://cs.nyu.edu/~gottlieb/courses/2000s/2004-05-fall/os/lectures/lecture-08.html,Explains key-concept(s),,
3BCRDCM0PG2EDW9EIJ254JIQR8X6KO,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3OJSZ2ATDW4XMW0AK98TXRVSLI0759,AKSJ3C5O3V9RB,Submitted,Sun Sep 29 16:25:19 PDT 2019,Sun Sep 29 16:26:16 PDT 2019,Wed Oct 02 16:26:16 PDT 2019,,,,57,0% (0/0),0% (0/0),0% (0/0),Memory Management,"Memory Management,Virtual Memory,Dynamic Memory Allocation",https://cs.nyu.edu/~gottlieb/courses/2000s/2004-05-fall/os/lectures/lecture-08.html,Applications of key-concept(s),,
3D3B8GE8A5Z2668STIAPKAVRBJAP9I,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3X31TUMD71UXDZOTNG7RD60C4M0L1E,AKSJ3C5O3V9RB,Submitted,Sun Sep 29 16:28:29 PDT 2019,Sun Sep 29 16:29:01 PDT 2019,Wed Oct 02 16:29:01 PDT 2019,,,,32,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",http://www.cs.cmu.edu/~aarti/Class/10601/lectures.shtml,Schedule for the lesson plan,,
3D3B8GE8A5Z2668STIAPKAVRBJAP9I,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3X73LLYYQ5MY5ACS1IQRILK8Q62HNH,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:05:29 PDT 2019,Sun Sep 29 17:06:29 PDT 2019,Wed Oct 02 17:06:29 PDT 2019,,,,60,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",http://www.cs.cmu.edu/~aarti/Class/10601/lectures.shtml,Schedule for the lesson plan,,
3E6L1VR4YZU3XAH0H8B8O6QLJCG6FM,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:48 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:48 PDT 2019,,,3EKVH9QME2CL48IXT39HZC2CNJI2D2,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:03:40 PDT 2019,Sun Sep 29 17:04:42 PDT 2019,Wed Oct 02 17:04:42 PDT 2019,,,,62,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://codereview.stackexchange.com/questions/tagged/breadth-first-search,Related to key-concept(s),,
3E6L1VR4YZU3XAH0H8B8O6QLJCG6FM,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:48 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:48 PDT 2019,,,3HUTX6F6VYVC859MJCNXA6EBRXN2OX,AJ60KRY0FTB1F,Submitted,Sun Sep 29 16:49:54 PDT 2019,Sun Sep 29 16:51:29 PDT 2019,Wed Oct 02 16:51:29 PDT 2019,,,,95,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://codereview.stackexchange.com/questions/tagged/breadth-first-search,Schedule for the lesson plan,,
3FJ2RVH262E6EZ7MRKZDOXNY09J92G,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:48 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:48 PDT 2019,,,30H4UDGLT6QK09PG8UJWEFXZ772MPR,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:09:50 PDT 2019,Sun Sep 29 17:11:46 PDT 2019,Wed Oct 02 17:11:46 PDT 2019,,,,116,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://www.ics.uci.edu/~eppstein/161/960215.html,Explains key-concept(s),,
3FJ2RVH262E6EZ7MRKZDOXNY09J92G,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:48 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:48 PDT 2019,,,3IGI0VL64BS8XRYF5VLH2UH92SHNOC,A3DZGDF9HCTAOB,Submitted,Sun Sep 29 17:14:59 PDT 2019,Sun Sep 29 17:15:21 PDT 2019,Wed Oct 02 17:15:21 PDT 2019,,,,22,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://www.ics.uci.edu/~eppstein/161/960215.html,Explains key-concept(s),,
3FO95NVK6F85NYK6FGE5600W4PNRSN,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3OHYZ19UGGD1D84QWRGCGOX93LCAO9,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 16:32:49 PDT 2019,Sun Sep 29 16:33:40 PDT 2019,Wed Oct 02 16:33:40 PDT 2019,,,,51,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",http://scikit-learn.org/stable/modules/clustering.html,Applications of key-concept(s),,
3FO95NVK6F85NYK6FGE5600W4PNRSN,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3TY7ZAOG5JSMM4LT6XRQK14NAUP0KN,AKSJ3C5O3V9RB,Submitted,Sun Sep 29 16:23:12 PDT 2019,Sun Sep 29 16:25:08 PDT 2019,Wed Oct 02 16:25:08 PDT 2019,,,,116,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",http://scikit-learn.org/stable/modules/clustering.html,Explains key-concept(s),,
3FSEU3P2OU8TMJKT0RE0GQV0IN4RRZ,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3DYGAII7PPGBLON80NQDVOH4H8ZPQH,A1V6CP5I0TOSAR,Submitted,Sun Sep 29 17:11:46 PDT 2019,Sun Sep 29 17:12:16 PDT 2019,Wed Oct 02 17:12:16 PDT 2019,,,,30,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",https://en.wikipedia.org/wiki/Mixture_models,Explains key-concept(s),,
3FSEU3P2OU8TMJKT0RE0GQV0IN4RRZ,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:49 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:49 PDT 2019,,,3QECW5O0KL9KKUXHXCBU2NNAAF0T5G,A1NMKXK04PZ6KK,Submitted,Sun Sep 29 17:29:23 PDT 2019,Sun Sep 29 17:30:08 PDT 2019,Wed Oct 02 17:30:08 PDT 2019,,,,45,0% (0/0),0% (0/0),0% (0/0),Clustering,"Clustering,Mixture Models,Spectral Clustering",https://en.wikipedia.org/wiki/Mixture_models,Explains key-concept(s),,
3GMLHYZ0MH5UZCOWIG1ZTXBHS9NYUC,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:48 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:48 PDT 2019,,,34BBWHLWHEJOOZWQZ1ZZEGYEJVLWIG,AJ60KRY0FTB1F,Submitted,Sun Sep 29 17:09:13 PDT 2019,Sun Sep 29 17:10:16 PDT 2019,Wed Oct 02 17:10:16 PDT 2019,,,,63,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://en.wikipedia.org/wiki/Depth-first_search,Summary of key-concept(s),,
3GMLHYZ0MH5UZCOWIG1ZTXBHS9NYUC,3FL4YKC6STUEVM71T6I5JHH233FUMM,Educational Content Categorization,What type of educational resource would you categorize this website as?,"website, classification, educational content",$0.20 ,Sun Sep 29 16:18:48 PDT 2019,2,BatchId:3783234;OriginalHitTemplateId:928390929;,120,259200,Sun Oct 06 16:18:48 PDT 2019,,,3YGXWBAF74PL2UR6XLXU8LHSMXX4CV,AKSJ3C5O3V9RB,Submitted,Sun Sep 29 16:30:31 PDT 2019,Sun Sep 29 16:30:36 PDT 2019,Wed Oct 02 16:30:36 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),Graph Theory,"Breadth First Search,Depth First Search,Shortest Path Algorithms",https://en.wikipedia.org/wiki/Depth-first_search,Summary of key-concept(s),,
